business_name,entity_type,address,city,state,zip
MI INJURY LAW OFFICE MIAMI DADE CORP,IDOMP,1804 SW 100TH AVE                                                                   MIAMI,FL33165     US1804 SW 100TH AVE,,
MI INJURY LAW P.A.C INC,IDOMP,932 SW 82 AVE STE B                                                                 MIAMI,FL33144       932 SW 82 AVE STE B,,
"MI INJURY LAW, P.A.",ADOMP,1500 NW 89TH CT                           SUITE 119                                 DORAL,FL33172     US1500 NW 89TH CT,,SUITE 119
"MI INJURY LAWYERS, P.A.",IDOMP,2390 SW 24TH TER                                                                    MIAMI,FL33145     US2390 SW 24TH TER,,
"MI-DADE TRIAL LAWYERS ASSOCIATION, INC",ADOMNP,2520 CORAL WAY                                                                      MIAMI,FL33145-3438US2520 CORAL WAY,,
"MIER ORTHOPEDIC & INJURY CENTER OF TAMPA, P.A.",IDOMP,1011 NORTH MACDILL AVENUE                                                           TAMPA,FL33607       1011 NORTH MACDILL AVENU,E,
MIERE FREELANCE PARALEGAL LITIGATION SUPPORT INC.,IDOMP,2020 NE 135 ST #711                                                                 N MIAMI,FL33181       2020 NE 135 ST #711,,
"MINAL JUSTICE AND LAW ENFORCEMENT TRAINING FACILITATORS, INC.",IDOMP,8122 LITTLE TEE LANE                                                                BROOKSVILLE,FL34613       8122 LITTLE TEE LANE,,
"MINAL JUSTICE CENTER OF SOUTH DADE, P.A.",IDOMP,1450 N KROME AVENUE                       STE 101-G                                 FLORIDA CITY,FL33034-2400  1450 N KROME AVENUE,,STE 101-G
"MINAL JUSTICE, LAW AND CAREER ACADEMY, INC.",IDOMNP,KATHLEEN HIGH SCHOOL                      2600 CRUTCHFIELD ROAD                     LAKELAND,FL33805       KATHLEEN HIGH SCHOOL,,2600 CRUTCHF
"MITT INJURY LAW, P.A.",IDOMP,1166 W. NEWPORT CENTER DRIVE              #309                                      DEERFIELD BEACH,FL33442       1166 W. NEWPORT CENTER D,RIVE,#309
"MO TRIAL ATTORNEYS, P.A.",IDOMP,4090 LAGUNA STREET                                                                  CORAL GABLES,FL33146       4090 LAGUNA STREET,,
"MO TRIAL ATTORNEYS, P.A.",ADOMP,1000 Brickell Ave                                                                   Miami,FL33131     US1000 Brickell Ave,,
"MONS INJURY LAW, P.A.",ADOMP,208 APOLLO BEACH BLVD                     STE 104                                   APOLLO BEACH,FL33572       208 APOLLO BEACH BLVD,,STE 104
"MORE & ASSOCIATES CHIROPRACTIC AND SPINAL INJURY CENTERS, P.A.",ADOMP,781 MAITLAND AVENUE                                                                 ALTAMONTE SPRING,S           FL32701       781 MAITLAND AVENUE,,
"MPIONS FOR JUSTICE LAW, LLC",AFLAL,402 E 7th Avenue                                                                    TAMPA,FL33602     US402 E 7th Avenue,,
"MPIONS FOR JUSTICE, P.A.",IDOMP,"4511 N. HIMES AVENUE, SUITE 200                                                     TAMPA","FL33614       4511 N. HIMES AVENUE, SU",ITE 200,
"MUNITY PAIN & INJURY CLINIC, P.A.",IDOMP,201 8TH ST. S                             #202                                      NAPLES,FL34102       201 8TH ST S. #202,,
N LEVY INJURY LAW PLLC,AFLAL,3211 SW 49 STREET                                                                   FORT LAUDERDALE,FL33312       3211 SW 49 STREET,,
"NAGAN & BODENHEIMER INJURY AND WRONGFUL DEATH LAW FIRM, P.L.L.C.",AFLAL,110 Merrick Way                           Suite 2C                                  Coral Gables,FL33134     US110 Merrick Way,,SUITE 2C
NAGAN INJURY LAW P.A.,ADOMP,261 N UNIVERSITY DR                       STE 500                                   PLANTATION,FL33324     US261 N UNIVERSITY DR,,STE 500
"NAGAN PERSONAL INJURY AND WRONGFULL DEATH LAW FIRM, P.A.",ADOMP,110 Merrick Way                           Suite 2C                                  Coral Gables,FL33134     US110 Merrick Way,,Suite 2C
"NAL INJURY & CONSULTANTS, P.A.",IDOMP,DR. S. CHRIS MERCURI                      4100 5TH STREET NORTH                     SAINT PETERSBURG,FL33703     US4100 5TH ST N,,
"NAL INJURY & SPORTS REHAB, P.A.",IDOMP,6401 66TH STREET N.                                                                 PINELLAS PARK,FL34665       6401 66TH STREET N.,,
"NANDEZ TRIAL ATTORNEYS, P.A.",IDOMP,1701 14th Street West                                                               BRADENTON,Fl34205     UN4705 26th Street West,,
NANDEZ TRIAL LAWYERS P.A.,IDOMP,8780-200 PERIMETER PARK COURT                                                       JACKSONVILLE,FL32216     US8780-200 PERIMETER PARK,COURT,
"NARD INJURY LAW, P.L.L.C.",IFLAL,2110 N 54TH AVE                                                                     HOLLYWOOD,FL33021       2110 N 54TH AVE,,
"NBERG GREEN INJURY LAW FIRM, LLC",IFLAL,2160 WEST ATLANTIC AVENUE                 2ND FLOOR                                 DELRAY BEACH,FL33445     US2160 WEST ATLANTIC AVENU,E,2ND FLOOR
NCIANA CHIROPRACTIC AND INJURY CENTER PLLC,AFLAL,827 CYPRESS PKWY                                                                    POINCIANA,FL34759       827 CYPRESS PKWY,,
"NCY INJURY LAW, LLC",AFLAL,8461 LAKE WORTH RD                        SUITE 113                                 LAKE WORTH,FL33467     US1825 NW CORPORATE BLVD,,SUITE 110
"NDLER TRIAL LAW, P.A.",ADOMP,7900 Peters Road                                                                    PLANTATION,FL33324     US7900 Peters Road,,
"NE P. JUSTICE, M.D., P.A.",ADOMP,1003 W COLLEGE BLVD SUITE 2                                                         NICEVILLE,FL32578       1003 W COLLEGE BLVD SUIT,E 2,
"NEIDER INJURY LAW, PLLC",AFLAL,7901 4TH ST N                             SUITE 300                                 ST. PETERSBURG,FL33702     US7901 4TH ST N,,SUITE 300
"NER TRIAL LAW, P.A.",IDOMP,1101 BRICKELL AVENUE                      1801N                                     MIAMI,FL33131     US1101 BRICKELL AVENUE,,1801NORTH
"NES NOLAN INJURY LAW, PLLC",AFLAL,2100 SE HILLMOOR DRIVE                    SUITE 106                                 PORT SAINT LUCIE,FL34952     US2100 SE HILLMOOR DRIVE,,SUITE 106
"NESVILLE AREA TRIAL LAWYERS ASSOCIATION, INC.",ADOMNP,2630-A NW 41ST                                                                      GAINESVILLE,FL32606     US2630-A NW 41ST,,
"NETT INJURY LAW, P.A.",ADOMP,416 SW 1ST AVE.                           415                                       FORT LAUDERDALE,FL33301       416 SW 1ST AVE.,,415
"NETWORK OF TRIAL LAW FIRMS, INC.",AFORNP,5602 Marquesas Circle                     Suite 205                                 Sarasota,FL34233     US5602 Marquesas Circle,,Suite 205
"NEWLIN INJURY ATTORNEYS AVIATION, LLC",AFLAL,7335 W SAND LAKE ROAD STE 300                                                       ORLANDO,FL32819       7335 W SAND LAKE ROAD ST,E 300,
NG JUSTICE LAW LLC,IFLAL,1400 COLONIAL BOULEVARD                                                             FORT MYERS,FL33907     US5822 Vandegrift Ave,,
"NHEISSER INJURY LAW, INC.",ADOMP,1834 MAIN STREET                                                                    SARASOTA,FL34236       1834 MAIN STREET,,
"NJURY & MALPRACTICE LAW FIRM, P.A.",IDOMP,248 1ST AVENUE NORTH                                                                SAINT PETERSBURG,FL33701       248 1ST AVENUE NORTH,,
NNARAH INJURY LAWYERS INCORPORATED,AFORP,2201 4th Ave N                                                                      BIRMINGHAM,AL35203     US2201 4th Ave N,,
"NOLDS INJURY LAW GROUP, LLC",IFLAL,1500 NW 62ND ST                           SUITE 101                                 FORT LAUDERDALE,FL33309       1500 NW 62ND ST,,SUITE 101
"NON LAND LITIGATION LOCAL LAW, PLLC",AFLAL,254 Stillwater Drive                                                                Oviedo,FL32765     USP.O. Box 782295,,
"NOSO ERICKSON TRIAL LAW, P.A.",ADOMP,1801 NE 123RD STREET                      314                                       NORTH MIAMI,FL33181     US1801 NE 123RD STREET,,314
NS CHIROPRACTIC AND INJURY P.A.,ADOMP,"2221 LEE ROAD,                            SUITE 20                                  WINTER PARK","FL32789     US2221 LEE ROAD,",,SUITE 20
NSACTION & LITIGATION COUNSEL CORP,IDOMP,19503 S. WEST VILLAGES PARKWAY            A1-104                                    NORTH PORT,FL34293     US19503 S. WEST VILLAGES P,ARKWAY,A1-104
"NSON LITIGATION GROUP, PLLC",AFLAL,2011 WEST CLEVELAND STREET                SUITE F                                   TAMPA,FL33606     US2011 WEST CLEVELAND STRE,ET,SUITE F
NSTEIN TRIAL FIRM PLLC,AFLAL,401 EAST LAS OLAS BLVD.                   SUITE 1400                                FORT LAUDERDALE,FL33301       401 EAST LAS OLAS BLVD.,,SUITE 1400
"O ACCIDENT ATTORNEY, PLLC",AFLAL,3765 Airport-Pulling Rd N                                                           NAPLES,FL34105     US8805 TAMIAMI TRAIL NORTH,,BOX 364
"O ACCIDENT ATTORNEYS, P.A.",IDOMP,2202 N. WEST SHORE BLVD.                  200                                       TAMPA,FL33607     US2202 N. WEST SHORE BLVD.,,200
O ACCIDENT LAW CENTER P.A.,IDOMP,5100 NORTH FEDERAL HWY                    SUITE                                     FORT LAUDERDALE,FL33308       5100 NORTH FEDERAL HWY,,SUITE
"O INJURY LAW FIRM, P.A.",IDOMP,3653 Cagney Drive                         Suite 203                                 TALLAHASSEE,FL32309     US3653 Cagney Drive,,Suite 203
O INJURY LAW LLC,AFLAL,601 21 STREET                             300                                       VERO BEACH,FL32960     US601 21 STREET,,300
O Z INJURY LAW PA,IDOMP,9370 SW 72 STREET                         A-266                                     MIAMI,FL33173     US9370 SW 72 STREET,,A-266
"O Z INJURY LAW, PLLC",AFLAL,9370 SW 72 STREET                                                                   MIAMI,33173     UN9370 sw 72 street,,
"OCATES FOR JUSTICE LAW FIRM, PA",ADOMP,505 E. Jackson St.                        SUITE 300                                 TAMPA,FL33602     US505 E. Jackson St.,,SUITE 300
"OCATES OF JUSTICE, P.A.",ADOMP,6345 COLLINS AVENUE                       SUITE 100                                 MIAMI BEACH,FL33141       6345 COLLINS AVENUE,,SUITE 100
OCIATES & DOUGLAS B. STEIER PERSONAL INJURY ATTORNEY P.A.,IDOMP,1375 JACKSON STREET #205                  TIDEWATER BUILDING                        FORT MYERS,FL33901       1375 JACKSON STREET #205,,TIDEWATER BU
"OCIATES AND BRUCE L. SCHEINER PERSONAL INJURY LAWYERS, P.A.",ADOMP,4020 EVANS AVE.                                                                     FORT MYERS,FL33901     USP.O. BOX 61645,,
"OCIATION OF FLORIDA JUSTICE ATTORNEYS, INC.",IDOMNP,2544 BLAIRSTONE PINES DRIVE                                                         TALLAHASSEE,FL32301       2544 BLAIRSTONE PINES DR,IVE,
"ODILY INJURY LAW CENTER OF A. KARL STEVENS, JR., P.A.",IDOMP,"% A. KARL STEVEN, JR.                     100 S. ASHLEY DR #1360                    TAMPA","FL33602       % A. KARL STEVEN, JR.",,100 S. ASHLE
"OFFICE OF LEWIS N. JACK, JR. TRIAL ATTORNEY, P.A.",ADOMP,8950 S.W. 74 Court                                                                  MIAMI,FL33156     US8950 S.W. 74 Court,,
"OFFICES OF JAMES RICHARD HOOPER NATIONAL LITIGATION, P.A.",IDOMP,37 N. ORANGE AVENUE                       210                                       ORLANDO,FL32801       37 N. ORANGE AVENUE,,210
OLETTE WALKER ACCIDENT INJURY LAWYERS PA,IDOMP,7001 RIDGE RD                                                                       PORT RICHEY,FL34668     US7001 RIDGE RD,,
"ON INJURY LAW, PLLC",AFLAL,495 GRAND BOULEVARD                                                                 MIRAMAR BEACH,FL32550     USP.O. BOX 424,,
OR CITY ACCIDENT ATTORNEYS P.L.L.C.,AFORL,3874 Sheridan Street                                                                HOLLYWOOD,FL33021     US3874 Sheridan Street,,
ORESQ ACCIDENT INJURY LAWYER REFERRAL SERVICE LLC,IFLAL,"1200 BRICKELL AVENUE, SUITE 1950 #1010                                              MIAMI","FL33131     US1200 BRICKELL AVENUE, SU",ITE 1950 #1010,
"ORLANDO INJURY LAW FIRM, P.A.",ADOMP,7065 Westpoint Blvd                                                                 ORLANDO,FL32835     US7065 Westpoint Blvd,,
OSI INJURY LAW LLC,AFLAL,1995 EAST OAKLAND PARK BLVD.              SUITE 115                                 FT. LAUDERDALE,FL33306     US1995 EAST OAKLAND PARK B,LVD.,SUITE 115
"OUD INJURY LAW, PLLC",AFLAL,2001 PALM BEACH LAKES BLVD                SUITE 502E                                WEST PALM BEACH,FL33401       2001 PALM BEACH LAKES BL,VD,SUITE 502E
"OUNTING, LITIGATION, TURNAROUND & ADVISORY COLLABORATIVE, PLLC",AFLAL,12857 SW 252 Street                       202                                       Homestead,FL33032     US12857 SW 252 Street,,202
"P INJURY LAW, PA",ADOMP,99 6th St                                                                           WINTER HAVEN,FL33880     US99 6th St,,
PA ACCIDENT ATTORNEYS LLC,IFLAL,5401 W. KENNEDY BLVD.                     SUITE 100                                 TAMPA,FL33609     TO5401 W. KENNEDY BLVD.,,SUITE 100
"PA BAY TRIAL LAWYERS ASSOCIATION, INC.",ADOMNP,16120 Muirfield Dr                                                                  Odessa,FL33556     USP O Box 10653,,
PA BAY TRIAL TEAM P.A.,IDOMP,3201 W. TAMPA BAY BLVD.                                                             TAMPA,FL33607       3201 W. TAMPA BAY BLVD.,,
PEOPLE'S TRIAL GROUP PLLC,IFLAL,2450 maitland center parkway                                                        maitland,FL32751     US2450 maitland center par,kway,
"PERSONAL INJURY LAW FIRM, INC.",IDOMP,"11900 BISCAYNE BLVD., SUITE 808                                                     N. MIAMI","FL33181       11900 BISCAYNE BLVD., SU",ITE 808,
"PERSONAL INJURY LAW FIRM, INC.",IDOMP,1431 PONCE DE LEON BOULEVARD                                                        CORAL GABLES,FL33134       1431 PONCE DE LEON BOULE,VARD,
"PERSONAL INJURY LAW GROUP, P.A.",IDOMP,1930 HARRISON ST.                         SUITE 309                                 HOLLYWOOD,FL33020     US1930 HARRISON ST.,,SUITE 309
"PERSONAL INJURY LAW GROUP, PA",IDOMP,"420 LINCOLN ROAD, STE 357                                                           MIAMI BEACH","FL33139     US420 LINCOLN ROAD, STE 35",7,
"PERSONAL INJURY LEGAL CENTER, INC.",IDOMP,6950 N KENDALL DR                         2ND FLOOR                                 MIAMI,FL33156       6950 N KENDALL DR,,2ND FLOOR
"PERSONAL INJURY LEGAL CENTER, P.A.",IDOMP,236 VALENCIA AVE.                                                                   CORAL GABLES,FL33134       236 VALENCIA AVE.,,
"PERSONAL INJURY PROTECTION LAWYERS, PA",ADOMP,300 SE 17TH STREET                                                                  FORT LAUDERDALE,FL33316       300 SE 17TH STREET,,
"PERSONAL PERSONAL INJURY LAW FIRM, P.A.",IDOMP,600 SOUTH ANDREWS AVENUE                  SUITE 600                                 FORT LAUDERDALE,FL33301       600 SOUTH ANDREWS AVENUE,,SUITE 600
"PERTY LITIGATION GROUP, PLLC",AFLAL,2750 SW 145th Ave                                                                   Miramar,FL33027     US2750 SW 145th Ave,,
"PICAL INJURY FIRM, PLLC",AFLAL,7463 CONROY WINDERMERE ROAD               SUITE A                                   ORLANDO,FL32835     US7463 CONROY WINDERMERE R,OAD,SUITE A
"PIRO INJURY GROUP, P.A.",ADOMP,3000 EDGEWATER DR                                                                   ORLANDO,FL32804     US3000 EDGEWATER DR,,
"PIRO INJURY LAW, P.A.",ADOMP,8050 SW 120TH STREET                                                                PINECREST,FL33156     UN8050 SW 120TH STREET,,
"PP INJURY & CAR ACCIDENT LAW FIRM, L.L.C.",AFLAL,10432 Greendale Drive                                                               Tampa,FL33626     US10432 Greendale Drive,,
"PPARD INJURY FIRM, PLLC",AFLAL,1556 KINTLA RD.                                                                     APOPKA,FL32712     UN9 Hampshire Pt,,
"R AND MINORITY JUSTICE ASSOCIATION LEGAL DEFENSE FUND, INC.",ADOMNP,"5745 S.W. 75th Street, # 149              # 149                                     Gainesville",FL32608     US5745 SW 75TH STREET BOX,149,#149
R INJURY FIRM PLLC,AFLAL,137 W ROYAL PALM RD                                                                 BOCA RATON,FL33432       137 W ROYAL PALM RD,,
R ST PETE FAMILY AND INJURY LAWYERS PLLC,AFLAL,6529 Central Avenue                                                                 Saint Petersburg,FL33710     US6529 Central Avenue,,
R TRIAL LAW P.A.,IDOMP,11800 DR MLK JR ST N                      #3303                                     ST PETERSBURG,FL33716       PO BOX 20648,,
"RAM INJURY LAW, P.A.",ADOMP,2201 NE COACHMAN ROAD                     SUITE 102                                 CLEARWATER,FL33765       2201 NE COACHMAN ROAD,,SUITE 102
RAY & GUARI TRIAL ATTORNEYS PL,AFLAL,1525 NORTH FLAGLER DRIVE                  SUITE 100                                 WEST PALM BEACH,FL33401     US1525 NORTH FLAGLER DRIVE,,100
"RAY INJURY CENTER, PLLC",AFLAL,7060 TAFT ST.                                                                       HOLLYWOOD,FL33024     US7060 TAFT ST,,
RE INJURY LAW LLC,AFLAL,11525 SW 88TH AVE                                                                   MIAMI,FL33176     UN11525 SW 88TH AVE,,
"REDITING COMMISSION FOR LAW AND JUSTICE EDUCATION, CORP.",IFORNP,926 ENCLAVE TRAIL                                                                   NEW BRAUNFELS,TX78132     US926 ENCLAVE TRAIL,,
"RES INJURY LAW, PLLC",IFLAL,2552 WILD TAMARIND BLVD                                                             ORLANDO,FL32867     US2552 WILD TAMARIND BLVD,,
"RICAN ACCIDENT ATTORNEYS REFERRAL SERVICE, INC.",IDOMNP,2730 SW 3RD AVE                                                                     MIAMI,FL33129       2730 SW 3RD AVE,,
"RICAN ACCIDENT ATTORNEYS, INC.",IDOMP,"261 NAVARRE AVENUE, #301                                                            CORAL GABLES","FL33134       261 NAVARRE AVENUE, #301",,
"RICAN ASSOCIATION OF ACCIDENT ATTORNEYS, INC.",IDOMP,1655 PALM BEACH LAKES BLVD.               SUITE 909                                 W PALM BEACH,FL33401       1655 PALM BEACH LAKES BL,VD.,SUITE 909
"RICAN ASSOCIATION OF MOTORCYCLE INJURY LAWYERS, INC.",AFORP,"7882 E Gray Rd, Ste 3                                                               Scottsdale","AZ85260     US7882 E Gray Rd, Ste 3",,
"RICAN CENTER FOR LAW AND JUSTICE, INC.",IFORNP,1000 REGENT UNIVERSITY DRIVE                                                        VIRGINIA BEACH,VA23464       1000 REGENT UNIVERSITY D,RIVE,
"RICAN CENTER FOR LAW AND JUSTICE, INC.",IFORNP,1333 REGENT UNIVERSITY DRIVE              Suite 101                                 VIRGINA BEACH,VA23464     US1333 REGENT UNIVERSITY D,RIVE,Suite 101
"RICAN JUSTICE, P.A.",ADOMP,412 NE 4TH STREET                                                                   FORT LAUDERDALE,FL33301       412 NE 4TH STREET,,
"RIDA ACCIDENT LAW, LLC",IFLAL,5546 1ST AVE N.                                                                     ST. PETERSBURG,FL33710       5546 1ST AVE N.,,
"RIDA ACCIDENT LAW, PLLC",IFLAL,3015 N Ocean Blvd                                                                   FORT LAUDERDALE,FL33308     US3015 N Ocean Blvd,,
"RIDA ACCIDENT NETWORK, P.A.",ADOMP,815 WATER ST.                             1204B                                     TAMPA,FL33602     US815 WATER ST.,,1204B
"RIDA ADMIRALTY TRIAL LAWYERS ASSOCIATION, INC.",IDOMNP,44 WEST FLAGLER STREET                    SUITE 750                                 MIAMI,FL33130       44 WEST FLAGLER STREET,,SUITE 750
"RIDA APPEALS AND TRIAL SUPPORT, P.A.",ADOMP,20 NORTH ORANGE AVENUE                    SUITE 1600                                ORLANDO,FL32801     UN2201 Gordon Path,,
"RIDA ATTORNEYS FOR JUSTICE, INC.",IDOMNP,2544 BLAIRSTONE PINES DR.                                                           TALLAHASSEE,FL32301       2544 BLAIRSTONE PINES DR,.,
"RIDA CAR ACCIDENT LAWYER TEAM, PLLC",IFLAL,32 N KIRKMAN RD                                                                     ORLANDO,FL32811     US32 N KIRKMAN RD,,
"RIDA CAR ACCIDENT LAWYERS GROUP, PLLC",IFLAL,32 N KIRKMAN RD                                                                     ORLANDO,FL32811     US32 N KIRKMAN RD,,
"RIDA CENTER FOR LAW AND JUSTICE, INC.",IDOMNP,C/O ELLIOTT MANNIING                      ROOM G266                                 CORAL GABLES,FL33146       C/O ELLIOTT MANNING,,P.O. BOX 248
"RIDA IMMIGRATION LAW AND JUSTICE CENTER, INC.",ADOMNP,1411 Dean Road                                                                      Orlando,FL32825     USPO Box 1285,,
"RIDA INJURY & REGENERATIVE MEDICINE, PLLC",AFLAL,108 Barbados DR                                                                     PONTE VEDRA,FL32081     US108 Barbados DR,,
"RIDA INJURY ATTORNEYS, P.L.",IFLAL,"3111 W. DR. MARTIN LUTHER KING, JR., BLVD.STE 100                                   TAMPA",FL33607       3111 W. DR. MARTIN LUTHE,"R KING, JR., BL",VD.STE 100
RIDA INJURY FIRM P.A.,ADOMP,1608 E COMMERCIAL BLVD                                                              FT. LAUDERDALE,FL33334       1608 E COMMERCIAL BLVD,,
"RIDA INJURY FIRM, P.A.",IDOMP,4760 W. Commercial Blvd.                                                            Tamarac,FL33319     US4760 W. Commercial Blvd.,,
"RIDA INJURY LAW FIRM, P.A.",ADOMP,8601 Commodity Circle                     #100                                      Orlando,FL32819     US8601 Commodity Circle,,#100
"RIDA INJURY LAW GROUP, PA",ADOMP,2550 North Federal Highway                2nd Floor                                 FT LAUDERDALE,FL33305     US2550 North Federal Highw,ay,2nd Floor
"RIDA INJURY LAWYERS, PLLC",AFLAL,2390 NE 172 ST                                                                      NORTH MIAMI BEAC,H           FL33160       2390 NE 172 ST,,
"RIDA INJURY RELIEF, PLLC",AFLAL,6545 SW 20TH COURT                                                                  PLANTATION,FL33317       6545 SW 20TH COURT,,
"RIDA INJURY SOLUTIONS GROUP, P.A.",ADOMP,6923 NW 77TH AVE                                                                    MIAMI,FL33166     US6923 NW 77TH AVE,,
"RIDA JUSTICE ATTORNEYS ASSOCIATION, INC.",IDOMNP,2544 BLAIRSTONE PINES DRIVE                                                         TALLAHASSEE,FL32301       2544 BLAIRSTONE PINES DR,IVE,
"RIDA JUSTICE ATTORNEYS, INC.",IDOMNP,2544 BLAIRSTONE PINES DRIVE                                                         TALLAHASSEE,FL32301       2544 BLAIRSTONE PINES DR,IVE,
"RIDA JUSTICE LAW FIRM, PLLC",IFLAL,101 NE 3RD AVENUE                         SUITE 1500                                FORT LAUDERDALE,FL33301     US101 NE 3RD AVENUE,,SUITE 1500
RIDA JUSTICE LAW GROUP PLLC,AFLAL,The Biltmore Offices                      1200 Anastasia Ave.                       Coral Gables,FL33134     USThe Biltmore Offices,,1200 Anastas
"RIDA LITIGATION ASSOCIATES, PLLC",IFLAL,255 PRIMERA BLVD.                         160                                       LAKE MARY,FL32746       255 PRIMERA BLVD.,,160
RIDA LITIGATION GROUP P.A.,IDOMP,4839 VOLUTEER RD                                                                    DAVIE,FL33330     US4839 VOLUTEER RD,,
"RIDA LITIGATION PARTNERS, PLLC",IFLAL,7580 NW 5th Street                        # 15684                                   PLANTATION,FL33324     US7580 NW 5th Street,,15684
"RIDA LITIGATION SOLUTIONS, P.A.",ADOMP,1400 Village Square Blvd. #3-195                                                    Tallahassee,FL32312-1231US1400 Village Square Blvd,. #3-195,
"RIDA MEDICOLEGAL MALPRACTICE CONSULTANTS, INC",IDOMP,2992 U.S. HWY. 98 EAST                                                              LANARK VILLAGE,FL32323       2992 U.S. HWY. 98 EAST,,P.O.BOX 703
"RIDA OPIOD INJURY LAWYERS, INC.",IDOMP,4519 HIGHWAY 90                                                                     PACE,FL32571     US4519 HIGHWAY 90,,
RIDA PERSONAL INJURY LAW FIRM L.L.C.,IFLAL,4755 CENTRAL AVE                                                                    SAINT PETERSBURG,FL33713       4755 CENTRAL AVE,,
"RIDA PERSONAL INJURY LAW FIRM, P.A.",IDOMP,1919 N. State Road 7                      SUITE 108                                 Margate,FL33063     US1919 N. State Road 7,,Suite 108
RIDA PERSONAL INJURY LAW TEAM LLC,IFLAL,5401 S. Kirkman Rd Ste 310                                                          Orlando,FL32819     US5401 S. Kirkman Rd Ste 3,10,
"RIDA PERSONAL INJURY LAW TEAM ORLANDO, LLC",IFLAL,5401 S. KIRKMAN RD.                       SUITE 310                                 ORLANDO,FL32819     US5401 S. KIRKMAN RD.,,SUITE 310
"RIDA PERSONAL INJURY LAW TEAM TREASURE COAST, LLC",IFLAL,5401 S. KIRKMAN RD.                       SUITE 310                                 ORLANDO,FL32819     US5401 S. KIRKMAN RD.,,SUITE 310
"RIDA SPINE INJURY CLINIC, PLLC",AFLAL,7807 BAYMEADOWS ROAD EAST                 SUITE 208                                 JACKSONVILLE,FL32256     US7807 BAYMEADOWS ROAD EAS,T,SUITE 208
"RIDA TRIAL COUNSEL, PLLC",IFLAL,4705 26TH STREET WEST                                                               BRADENTON,FL34207       4705 26TH STREET WEST,,
"RIDA TRIAL COURT STAFF ATTORNEYS ASSOCIATION, INC.",ADOMNP,746 Woods Dr                                                                        Niceville,FL32578     USP.O. Box 754,,
"RIDA TRIAL LAWYERS ASSOCIATION, INC.",IDOMNP,4519  HIGHWAY 90                                                                    PACE,FL32571       4519  HIGHWAY 90,,
"RIDA TRIAL LAWYERS, LLC",IFLAL,633 S.E. 3RD AVENUE                       SUITE 302                                 FORT LAUDERDALE,FL33301     US633 S.E. 3RD AVENUE,,SUITE 302
"RIDA TRIAL LAWYERS, P.A.",ADOMP,2431 Lee Road                                                                       Winter Park,FL32789     US2431 Lee Road,,
"RIDA TRIAL LAWYERS, P.A.",IDOMP,"320 N. CEDAR BLUFF RD., STE 203                                                     KNOXVILLE","FL37923       320 N. CEDAR BLUFF RD.,",STE 203,
"RIDA TRIAL, P.A.",ADOMP,301 HILLCREST STREET                                                                ORLANDO,FL32801     US301 HILLCREST STREET,,
"RILLO INJURY LAW, P.A.",ADOMP,4432 NW 23rd Ave                                                                    GAINESVILLE,FL32606     US4432 NW 23rd Ave,,
"RIN TRIAL LAW, PLLC",AFLAL,1901 ULMERTON RD                          SUITE 625                                 CLEARWATER,FL33762     US1901 ULMERTON RD,,SUITE 625
"RION ACCIDENT & INJURY ATTORNEYS, PLLC",AFLAL,150 S. Pine Island Rd                     Suite 300                                 Plantation,FL33324     US382 NE 191st St,,
"RIS TRIAL LAW, P.A.",ADOMP,7645 Gate Parkway                         The Offices at Village Walk               Jacksonville,FL32256     US7645 Gate Parkway,,The Offices
RLMAN & CLARK TRIAL ATTORNEYS LLC,IFLAL,10812 GANDY BLVD                                                                    ST. PETERSBURGH,FL33702       10812 GANDY BLVD,,
RLMAN TRIAL GROUP PLLC,AFLAL,2274 SR 580                                                                         CLEARWATER,FL33763     US2274 SR 580,,
"RMORE TRUST AND TRIAL, P.A.",ADOMP,100 E. NEW YORK AVENUE                    SUITE 103NC                               DELAND,FL32724     UN100 E. NEW YORK AVENUE,,SUITE 103NC
"RNIERI TRIAL LAW, LLC",AFLAL,214 S. ARMENIA AVE                                                                  TAMPA,FL33609       214 S. ARMENIA AVE,,
"RO INJURY LAW, PA",ADOMP,1310 N. Main st                                                                     kissimmee,FL34744     US1310 N. Main st,,
"ROLL INJURY LAW, PLLC",AFLAL,3350 SW 148TH AVENUE                      SUITE 110                                 MIRAMAR,FL33027     US3350 SW 148TH AVENUE,,SUITE 110
"ROMED INJURY CENTER, P.A.",ADOMP,1803 Park Center Dr Ste 110                                                         Orlando,FL32835     US1803 Park Center Dr Ste,110,
"RON TRIAL LAW, P.A.",ADOMP,9100 S. DADELAND BLVD.                    SUITE 1500                                MIAMI,FL33156     UN9100 S. DADELAND BLVD.,,SUITE 1500
ROPRACTIC SPINE AND INJURY P.A.,ADOMP,158 TUSKAWILLA RD.                        1308                                      WINTER SPRINGS,FL32708     US158 TUSKAWILLA RD.,,1308
"ROSE INJURY LAW, PLLC",IFLAL,1649 SE 12th Ct                                                                     FORT LAUDERDALE,FL33316     US1649 SE 12th Ct,,
"RR JUSTICE LAW FIRM, PLLC",AFLAL,1101 S Belcher Rd                         Unit 2                                    Largo,FL33771     USPost Office Box 20062,,
"RTS AND SPINE INJURY CENTER, P.A.",ADOMP,654 WEST INDIANTOWN ROAD                  SUITE 107                                 JUPITER,FL33458       654 WEST INDIANTOWN ROAD,,SUITE 107
